Verruca;a rough-surfaced - supposedly-harmless - virus-caused skin wart. Also see Wart;Verruca;gróft-yfirborðið - talið-skaðlaust - húðvarta sem veira veldur  Sjá einnig Varta;644/767/797/877/953/173/787;
Vertigo;also use Otitis and see General antiseptic freqs;Svimi;einnig nota miðeyrnabólgu og sjá Almennar sótthreinsandi freqs;60/5.8/4;
Vertigo II;;Svimi annars stigs;;5.8/4/9.19/9.2/20/60/100/660/690/727.5/787/880;
Vision - poor - see also Cataracts;;Sjón - léleg - sjá einnig cataracts;;350/360;
Vitamag complete set;;Vitamag fullbúinn;;1/2/3/4/5/6/7/7.8/9/10/13/16/19.5/22.5/24;
Vitiligo - loss of pigmentation in areas of skin. Use with B complex with PABA internally and PABA cream topically.;Also see E. coli - Parasite General - Liver support - and Fungus freqs;Skjallbletti - tap á litarefni í svæði á húð. Notist með B fjölvítamíni - með PABA til inntöku og PABA áburði staðbundið.;Sjá einnig E. coli - Sníkjudýr Almennt - Liver stuðning - og sveppum freqs;440/600/650/2112/880/787/727.5/444/20;
Wart - condyloma venereal;warts caused by infectious papillomavirus;Varta - venereal Condyloma;vörtur af völdum smitandi papillomavirus;466/907/45/110/265/404/446/489/660/690/727.5/767/874/1011/1051/5657/9258/9609;
Wart - condyloma venereal II;run for thirty minutes;Varta - venereal Condyloma annars stigs;keyra í þrjátíu mínútur;173/466/495/644/767/787/797/877/907/915/918/953/1500/1600/1800/2008/2127.5/2170/2720/2489;
Warts general - also see Papilloma and Parasites roundworms and flukes;;Vörtur almennt - Sjá einnig Papilloma og Sníkjudýr spóluorma og ögður;;2720/2489/2170/2127/2008/1800/1600/1500/907/915/727.5/690/666/644/767/953/495/466;
Warts - papilloma type/branch or stalk;;Vörtur - Papilloma tegund / útibú eða fénað;;907/466;
Warts (verruca);;Vörtur (verruca);;644/767/953/787;
Warts - plantar;;Vörtur - plantar;;915/918;
Wellness;;Vellíðan;;6.8/7.83;
Werlhof;;Werlhof;;690/452;
West Nile Virus;;Vestur Nílar veikin;;410.4/412.4/439.4/820.7/824.8/878.8/1641.5/1649.6/1757.5/3283/3299/3515;
Wheat smut;;Hveiti SMUT;;10163/156/375;
Wheat stem rust (1);;Hveiti stofnfrumna ryð (1);;643;
Whiplash;;Whiplash;;20/2720/10000;
Wolhynia fever a Rickettsial illness/transmitted by lice;that is debilitating and conducive to relapse. Also see Rickettsia;Wolhynia hiti Rickettsial veikindi / smitast með lús;sem er lamandi og til þess fallinn að valda bakslagi. Sjá einnig Rickettsia;547;
Women - Hormonal Imbalance;;Konur - Hormóna ójafnvægi;;50.5/537;
Women - Fibroma;;Konur - Fibroma;;660/2127/2008/727.5/690/666/1550/802/465/2127.5;
Women - Hot flashes (complications);;Konur - Hitaköst sviti (fylgikvillar);;537/660/690/10000/880/787/727.5;
Women - Menstrual Cramps;;Konur - Tíða verkir;;26;
Women - Amenorrhea (absence of menstruation);;Konur - tíðateppu (engar blæðingar);;72/95/125/146/160/333/523/768/786/444/1865/522/537/555/660/690/727.5/10000/880/1550/802/1550/3000/787/760/727.5/465/20;
Women - menstrual problems - check hormonal imbalance and nutritional deficiencies;;Konur - tíða vandamál - ath hormóna ójafnvægi og næringar skort;;537/660/690/880/1550/802/787/727.5/465/20;
Women - dysmenorrhea (painful menstruation);use with pure water douche;Konur - dysmenorrhea (sársaukafull tíðir);nota með hreinu vatni (douche);26/4.9/537/660/690/1550/880/802/787/727.5/465;
Wound healing - also see General antiseptic;;Sár gróa - skoða einnig Almennt sótthreinsandi;;2720/880/787/727.5/220/190/20/40;
Yeast - cervical - also use Candida;;Ger - legháls - Nota einnig Candida;;788/706/771;
Yeast - general - also see Candida.;Use Parasites general - roundworm - and ascaris if no lasting relief;Ger - Almennt - Sjá einnig Candida.;Keyra sníkjudýr almennt - roundworm - og ascaris ef enginn varanlegur léttir;72/254/375/522/876/987/414/422/465/582/787/1016/2222;
Yeast (bakers);;Ger (Bakara);;843;
Yeast Infection;;Sveppasýking;;72/422/582/706/771/787/788/1016/2222;
Yellow fly;;Gul fluga;;996;
Yellow fever;A severe - viral infection which can cause damage to the liver - kidneys - heart - and entire gastrointestinal tract);Gulusótt;Alvarleg - veirusýking sem getur valdið skemmdum á lifur - nýru - hjarta - og öllum meltingarvegi;20/142/178/232/432/734/1187/733/779/10000;
Zygomycosis;also called mucormycosis a serious fungal infection usually associated with uncontrolled diabetes mellitus or immunosuppressive drugs;Zygomycosis;einnig kallað mucormycosis alvarleg sveppasýking yfirleitt í tengslum við ómeðhöndlaða sykursýki(mellitus) eða ónæmisbælandi lyf;942/623/733;
